time,tair_month_HadGEM2-ES_rcp85
2049-06-30 00:00:00+00:00,30.467136
2049-07-31 00:00:00+00:00,31.240168
2049-08-31 00:00:00+00:00,32.697994
2049-09-30 00:00:00+00:00,28.68258
2049-10-31 00:00:00+00:00,23.809143
2049-11-30 00:00:00+00:00,18.041685
2049-12-31 00:00:00+00:00,11.899962
2050-01-31 00:00:00+00:00,11.587734
2050-02-28 00:00:00+00:00,11.789475
2050-03-31 00:00:00+00:00,15.282698
2050-04-30 00:00:00+00:00,18.707344
2050-05-31 00:00:00+00:00,25.831804
2050-06-30 00:00:00+00:00,28.533226
2050-07-31 00:00:00+00:00,31.553087
2050-08-31 00:00:00+00:00,32.675037
2050-09-30 00:00:00+00:00,28.1325
2050-10-31 00:00:00+00:00,24.97636
2050-11-30 00:00:00+00:00,16.543365
2050-12-31 00:00:00+00:00,10.494446
2051-01-31 00:00:00+00:00,12.762791
2051-02-28 00:00:00+00:00,11.412594
2051-03-31 00:00:00+00:00,18.366158
2051-04-30 00:00:00+00:00,20.588606
2051-05-31 00:00:00+00:00,22.598873
2051-06-30 00:00:00+00:00,29.557335
2051-07-31 00:00:00+00:00,32.223167
2051-08-31 00:00:00+00:00,33.43181
2051-09-30 00:00:00+00:00,30.270533
2051-10-31 00:00:00+00:00,21.05915
2051-11-30 00:00:00+00:00,16.059134
2051-12-31 00:00:00+00:00,8.606205
2052-01-31 00:00:00+00:00,10.509682
2052-02-29 00:00:00+00:00,14.377984
2052-03-31 00:00:00+00:00,15.609596
2052-04-30 00:00:00+00:00,16.892632
2052-05-31 00:00:00+00:00,24.28481
2052-06-30 00:00:00+00:00,28.908714
2052-07-31 00:00:00+00:00,34.741554
2052-08-31 00:00:00+00:00,32.066025
2052-09-30 00:00:00+00:00,29.88563
2052-10-31 00:00:00+00:00,24.636007
2052-11-30 00:00:00+00:00,19.365698
2052-12-31 00:00:00+00:00,12.113895
2053-01-31 00:00:00+00:00,12.640855
2053-02-28 00:00:00+00:00,11.829152
2053-03-31 00:00:00+00:00,14.266988
2053-04-30 00:00:00+00:00,19.2435
2053-05-31 00:00:00+00:00,25.687044
2053-06-30 00:00:00+00:00,30.630014
