time,soilmoist1_month_HadGEM2-ES_rcp45
2039-08-31 00:00:00+00:00,6.316884
2039-09-30 00:00:00+00:00,5.4288626
2039-10-31 00:00:00+00:00,5.3473954
2039-11-30 00:00:00+00:00,5.387759
2039-12-31 00:00:00+00:00,5.413609
2040-01-31 00:00:00+00:00,7.856022
2040-02-29 00:00:00+00:00,8.014702
2040-03-31 00:00:00+00:00,7.0042405
2040-04-30 00:00:00+00:00,5.659055
2040-05-31 00:00:00+00:00,5.940978
2040-06-30 00:00:00+00:00,5.331587
2040-07-31 00:00:00+00:00,5.657465
2040-08-31 00:00:00+00:00,5.7705135
2040-09-30 00:00:00+00:00,10.303565
2040-10-31 00:00:00+00:00,6.307452
2040-11-30 00:00:00+00:00,7.6017246
2040-12-31 00:00:00+00:00,15.358368
2041-01-31 00:00:00+00:00,12.000629
2041-02-28 00:00:00+00:00,9.652999
2041-03-31 00:00:00+00:00,13.048364
2041-04-30 00:00:00+00:00,9.616659
2041-05-31 00:00:00+00:00,5.4670143
2041-06-30 00:00:00+00:00,5.331175
2041-07-31 00:00:00+00:00,5.340645
2041-08-31 00:00:00+00:00,5.737644
2041-09-30 00:00:00+00:00,5.9568706
2041-10-31 00:00:00+00:00,7.3279257
2041-11-30 00:00:00+00:00,11.106179
2041-12-31 00:00:00+00:00,18.690174
2042-01-31 00:00:00+00:00,19.737833
2042-02-28 00:00:00+00:00,15.37745
2042-03-31 00:00:00+00:00,14.631839
2042-04-30 00:00:00+00:00,9.207568
2042-05-31 00:00:00+00:00,5.4140253
2042-06-30 00:00:00+00:00,5.626237
2042-07-31 00:00:00+00:00,5.381493
2042-08-31 00:00:00+00:00,6.752387
2042-09-30 00:00:00+00:00,10.918627
2042-10-31 00:00:00+00:00,6.6685443
2042-11-30 00:00:00+00:00,11.597094
2042-12-31 00:00:00+00:00,16.694635
2043-01-31 00:00:00+00:00,20.297354
2043-02-28 00:00:00+00:00,20.370262
2043-03-31 00:00:00+00:00,15.891227
2043-04-30 00:00:00+00:00,8.296082
2043-05-31 00:00:00+00:00,5.5515275
2043-06-30 00:00:00+00:00,5.3348174
2043-07-31 00:00:00+00:00,5.9701476
2043-08-31 00:00:00+00:00,6.28348
2043-09-30 00:00:00+00:00,5.8221774
2043-10-31 00:00:00+00:00,5.5011806
2043-11-30 00:00:00+00:00,5.653476
2043-12-31 00:00:00+00:00,5.653918
2044-01-31 00:00:00+00:00,16.328312
2044-02-29 00:00:00+00:00,9.969813
2044-03-31 00:00:00+00:00,12.540932
2044-04-30 00:00:00+00:00,6.500725
2044-05-31 00:00:00+00:00,5.399492
2044-06-30 00:00:00+00:00,5.3112416
2044-07-31 00:00:00+00:00,5.406436
2044-08-31 00:00:00+00:00,5.874088
2044-09-30 00:00:00+00:00,5.6741667
2044-10-31 00:00:00+00:00,8.640907
2044-11-30 00:00:00+00:00,8.546054
2044-12-31 00:00:00+00:00,7.484591
2045-01-31 00:00:00+00:00,8.830827
2045-02-28 00:00:00+00:00,12.731313
2045-03-31 00:00:00+00:00,14.624899
2045-04-30 00:00:00+00:00,10.907519
2045-05-31 00:00:00+00:00,5.816676
2045-06-30 00:00:00+00:00,5.33945
2045-07-31 00:00:00+00:00,5.951587
2045-08-31 00:00:00+00:00,7.4109983
2045-09-30 00:00:00+00:00,5.512561
2045-10-31 00:00:00+00:00,7.2465806
2045-11-30 00:00:00+00:00,8.610911
2045-12-31 00:00:00+00:00,8.300602
2046-01-31 00:00:00+00:00,8.6048355
2046-02-28 00:00:00+00:00,17.237123
2046-03-31 00:00:00+00:00,15.302072
2046-04-30 00:00:00+00:00,6.8654757
2046-05-31 00:00:00+00:00,5.421667
2046-06-30 00:00:00+00:00,5.333046
2046-07-31 00:00:00+00:00,5.8909116
2046-08-31 00:00:00+00:00,5.6270127
2046-09-30 00:00:00+00:00,6.1564794
2046-10-31 00:00:00+00:00,5.5946074
2046-11-30 00:00:00+00:00,5.501237
2046-12-31 00:00:00+00:00,16.875502
2047-01-31 00:00:00+00:00,17.090946
2047-02-28 00:00:00+00:00,14.307368
2047-03-31 00:00:00+00:00,10.069494
2047-04-30 00:00:00+00:00,5.923749
2047-05-31 00:00:00+00:00,5.7283525
2047-06-30 00:00:00+00:00,5.320041
2047-07-31 00:00:00+00:00,6.0482974
2047-08-31 00:00:00+00:00,6.900388
2047-09-30 00:00:00+00:00,5.6171203
2047-10-31 00:00:00+00:00,5.970785
2047-11-30 00:00:00+00:00,12.810553
2047-12-31 00:00:00+00:00,12.155851
2048-01-31 00:00:00+00:00,13.841047
2048-02-29 00:00:00+00:00,12.61075
2048-03-31 00:00:00+00:00,6.532659
2048-04-30 00:00:00+00:00,9.270423
2048-05-31 00:00:00+00:00,6.087699
2048-06-30 00:00:00+00:00,6.302309
2048-07-31 00:00:00+00:00,5.995881
2048-08-31 00:00:00+00:00,6.674417
2048-09-30 00:00:00+00:00,6.0360622
2048-10-31 00:00:00+00:00,5.6458654
2048-11-30 00:00:00+00:00,7.522111
2048-12-31 00:00:00+00:00,13.592549
2049-01-31 00:00:00+00:00,11.6947565
2049-02-28 00:00:00+00:00,16.984377
2049-03-31 00:00:00+00:00,13.001768
2049-04-30 00:00:00+00:00,9.187358
2049-05-31 00:00:00+00:00,6.2581086
2049-06-30 00:00:00+00:00,5.385421
2049-07-31 00:00:00+00:00,5.5952573
2049-08-31 00:00:00+00:00,5.7685337
2049-09-30 00:00:00+00:00,5.4186897
2049-10-31 00:00:00+00:00,5.3064685
2049-11-30 00:00:00+00:00,15.482098
2049-12-31 00:00:00+00:00,15.444087
2050-01-31 00:00:00+00:00,19.773787
2050-02-28 00:00:00+00:00,17.032581
2050-03-31 00:00:00+00:00,9.644704
2050-04-30 00:00:00+00:00,5.98681
2050-05-31 00:00:00+00:00,5.470337
2050-06-30 00:00:00+00:00,5.317001
2050-07-31 00:00:00+00:00,5.5631185
2050-08-31 00:00:00+00:00,6.4274006
2050-09-30 00:00:00+00:00,5.806119
2050-10-31 00:00:00+00:00,5.356595
2050-11-30 00:00:00+00:00,5.452297
2050-12-31 00:00:00+00:00,12.777506
2051-01-31 00:00:00+00:00,17.495445
2051-02-28 00:00:00+00:00,12.333506
2051-03-31 00:00:00+00:00,10.416442
2051-04-30 00:00:00+00:00,5.8385315
2051-05-31 00:00:00+00:00,5.4349437
2051-06-30 00:00:00+00:00,5.3057356
2051-07-31 00:00:00+00:00,6.3675175
2051-08-31 00:00:00+00:00,6.453931
2051-09-30 00:00:00+00:00,6.319012
2051-10-31 00:00:00+00:00,5.947597
2051-11-30 00:00:00+00:00,5.3536386
2051-12-31 00:00:00+00:00,6.216893
2052-01-31 00:00:00+00:00,16.620468
2052-02-29 00:00:00+00:00,18.072554
2052-03-31 00:00:00+00:00,15.38861
2052-04-30 00:00:00+00:00,7.4497876
2052-05-31 00:00:00+00:00,5.7218223
2052-06-30 00:00:00+00:00,5.3767223
2052-07-31 00:00:00+00:00,5.3027067
2052-08-31 00:00:00+00:00,8.693973
2052-09-30 00:00:00+00:00,5.8512235
2052-10-31 00:00:00+00:00,6.2092333
2052-11-30 00:00:00+00:00,13.245232
2052-12-31 00:00:00+00:00,13.793271
2053-01-31 00:00:00+00:00,17.82124
2053-02-28 00:00:00+00:00,18.107958
2053-03-31 00:00:00+00:00,12.489107
2053-04-30 00:00:00+00:00,8.107
2053-05-31 00:00:00+00:00,5.716082
2053-06-30 00:00:00+00:00,5.452018
2053-07-31 00:00:00+00:00,6.262601
2053-08-31 00:00:00+00:00,6.296312
2053-09-30 00:00:00+00:00,7.0506735
2053-10-31 00:00:00+00:00,5.5587144
2053-11-30 00:00:00+00:00,5.5266657
2053-12-31 00:00:00+00:00,8.9834585
2054-01-31 00:00:00+00:00,10.414992
2054-02-28 00:00:00+00:00,12.964964
2054-03-31 00:00:00+00:00,12.381805
2054-04-30 00:00:00+00:00,8.900098
2054-05-31 00:00:00+00:00,6.178019
2054-06-30 00:00:00+00:00,5.4646807
2054-07-31 00:00:00+00:00,5.477297
2054-08-31 00:00:00+00:00,9.564063
2054-09-30 00:00:00+00:00,6.3588715
2054-10-31 00:00:00+00:00,11.229959
2054-11-30 00:00:00+00:00,8.189621
2054-12-31 00:00:00+00:00,7.1210365
2055-01-31 00:00:00+00:00,8.70618
2055-02-28 00:00:00+00:00,17.771383
2055-03-31 00:00:00+00:00,8.975116
2055-04-30 00:00:00+00:00,5.8970685
2055-05-31 00:00:00+00:00,5.9085865
2055-06-30 00:00:00+00:00,5.31823
2055-07-31 00:00:00+00:00,5.5999856
2055-08-31 00:00:00+00:00,11.31908
2055-09-30 00:00:00+00:00,6.1975217
2055-10-31 00:00:00+00:00,5.4882917
2055-11-30 00:00:00+00:00,7.059813
2055-12-31 00:00:00+00:00,10.407113
2056-01-31 00:00:00+00:00,8.573062
2056-02-29 00:00:00+00:00,7.859204
2056-03-31 00:00:00+00:00,8.976785
2056-04-30 00:00:00+00:00,12.005423
2056-05-31 00:00:00+00:00,5.652669
2056-06-30 00:00:00+00:00,5.3791575
2056-07-31 00:00:00+00:00,6.666808
2056-08-31 00:00:00+00:00,7.5862966
2056-09-30 00:00:00+00:00,5.8434095
2056-10-31 00:00:00+00:00,5.337214
2056-11-30 00:00:00+00:00,5.622386
2056-12-31 00:00:00+00:00,6.9864836
2057-01-31 00:00:00+00:00,6.990151
2057-02-28 00:00:00+00:00,9.669813
2057-03-31 00:00:00+00:00,6.5089707
2057-04-30 00:00:00+00:00,5.6323957
2057-05-31 00:00:00+00:00,5.317813
2057-06-30 00:00:00+00:00,5.419588
2057-07-31 00:00:00+00:00,5.610939
2057-08-31 00:00:00+00:00,5.567323
2057-09-30 00:00:00+00:00,8.421882
