time,soilmoist1_month_CNRM-CM5_rcp45
2051-04-30 00:00:00+00:00,7.013931
2051-05-31 00:00:00+00:00,6.0887337
2051-06-30 00:00:00+00:00,5.39496
2051-07-31 00:00:00+00:00,5.317086
2051-08-31 00:00:00+00:00,7.638675
2051-09-30 00:00:00+00:00,9.531306
2051-10-31 00:00:00+00:00,6.5284643
2051-11-30 00:00:00+00:00,5.9389076
2051-12-31 00:00:00+00:00,10.427807
2052-01-31 00:00:00+00:00,9.931961
2052-02-29 00:00:00+00:00,7.311964
2052-03-31 00:00:00+00:00,11.515206
2052-04-30 00:00:00+00:00,5.923744
2052-05-31 00:00:00+00:00,5.3487763
2052-06-30 00:00:00+00:00,5.327073
2052-07-31 00:00:00+00:00,5.3657107
2052-08-31 00:00:00+00:00,7.2787976
2052-09-30 00:00:00+00:00,11.479067
2052-10-31 00:00:00+00:00,5.9016247
2052-11-30 00:00:00+00:00,5.7654834
2052-12-31 00:00:00+00:00,6.8236647
2053-01-31 00:00:00+00:00,19.04095
2053-02-28 00:00:00+00:00,14.095619
2053-03-31 00:00:00+00:00,13.518396
2053-04-30 00:00:00+00:00,7.803596
2053-05-31 00:00:00+00:00,5.569687
2053-06-30 00:00:00+00:00,5.3174405
2053-07-31 00:00:00+00:00,6.2385793
2053-08-31 00:00:00+00:00,8.152311
2053-09-30 00:00:00+00:00,6.4421787
2053-10-31 00:00:00+00:00,6.178778
2053-11-30 00:00:00+00:00,5.891052
2053-12-31 00:00:00+00:00,7.0855556
2054-01-31 00:00:00+00:00,14.47219
2054-02-28 00:00:00+00:00,17.723917
2054-03-31 00:00:00+00:00,14.15578
2054-04-30 00:00:00+00:00,7.334204
2054-05-31 00:00:00+00:00,6.392223
2054-06-30 00:00:00+00:00,5.5444126
2054-07-31 00:00:00+00:00,9.021974
2054-08-31 00:00:00+00:00,7.9525547
2054-09-30 00:00:00+00:00,5.927344
2054-10-31 00:00:00+00:00,8.0017395
2054-11-30 00:00:00+00:00,9.743397
2054-12-31 00:00:00+00:00,12.590051
2055-01-31 00:00:00+00:00,17.19636
2055-02-28 00:00:00+00:00,21.446253
2055-03-31 00:00:00+00:00,15.500249
2055-04-30 00:00:00+00:00,6.1987615
2055-05-31 00:00:00+00:00,5.711539
2055-06-30 00:00:00+00:00,5.659193
2055-07-31 00:00:00+00:00,5.60242
2055-08-31 00:00:00+00:00,6.3441377
2055-09-30 00:00:00+00:00,6.224954
2055-10-31 00:00:00+00:00,7.8471527
2055-11-30 00:00:00+00:00,6.8929253
2055-12-31 00:00:00+00:00,10.44549
2056-01-31 00:00:00+00:00,18.753271
2056-02-29 00:00:00+00:00,11.604405
2056-03-31 00:00:00+00:00,15.288296
2056-04-30 00:00:00+00:00,8.470736
2056-05-31 00:00:00+00:00,5.7223
2056-06-30 00:00:00+00:00,5.6679096
2056-07-31 00:00:00+00:00,5.9626613
2056-08-31 00:00:00+00:00,6.332819
2056-09-30 00:00:00+00:00,6.9977894
2056-10-31 00:00:00+00:00,5.477391
2056-11-30 00:00:00+00:00,9.951777
2056-12-31 00:00:00+00:00,11.043886
2057-01-31 00:00:00+00:00,11.447828
2057-02-28 00:00:00+00:00,13.366881
2057-03-31 00:00:00+00:00,8.891505
2057-04-30 00:00:00+00:00,6.0065584
2057-05-31 00:00:00+00:00,5.4093504
2057-06-30 00:00:00+00:00,5.321333
2057-07-31 00:00:00+00:00,5.4657264
2057-08-31 00:00:00+00:00,6.0417137
2057-09-30 00:00:00+00:00,7.215729
2057-10-31 00:00:00+00:00,6.0655394
2057-11-30 00:00:00+00:00,8.047821
